englishURN,collection,volumeNumber,bookNumber,bookName,babNumber,babName,hadithNumber,hadithText,bookID,grade1,grade2,comments,ourHadithNumber,matchingArabicURN,last_updated
440,bukhari,1,2,Belief,,,45,"<p>

     Narrated Talha bin 'Ubaidullah:
<p>

     A man from Najd with unkempt hair came to Allah's Apostle and we heard
     his loud voice but could not understand what he was saying, till he 
     came near and then we came to know that he was asking about Islam. 
     Allah's Apostle said, ""You have to offer prayers perfectly five times 
     in a day and night (24 hours)."" The man asked, ""Is there any more 
     (praying)?"" Allah's Apostle replied, ""No, but if you want to offer the
     Nawafil prayers (you can)."" Allah's Apostle further said to him: ""You 
     have to observe fasts during the month of Ramadan."" The man asked, 
     ""Is there any more fasting?"" Allah's Apostle replied, ""No, but if you 
     want to observe the Nawafil fasts (you can.)"" Then Allah's Apostle 
     further said to him, ""You have to pay the Zakat (obligatory charity).""
     The man asked, ""Is there any thing other than the Zakat for me to 
     pay?"" Allah's Apostle replied, ""No, unless you want to give alms of 
     your own."" And then that man retreated saying, ""By Allah! I will 
     neither do less nor more than this."" Allah's Apostle said, ""If what he
     said is true, then he will be successful (i.e. he will be granted 
     Paradise).""
<p>


",2.0,,,,39,100460,2012-04-26 07:00:00
450,bukhari,1,2,Belief,,,46,"
<p>

     Narrated Abu Huraira:
<p>

     Allah's Apostle said, ""(A believer) who accompanies the funeral 
     procession of a Muslim out of sincere faith and hoping to attain 
     Allah's reward and remains with it till the funeral prayer is offered 
     and the burial ceremonies are over, he will return with a reward of 
     two Qirats. Each Qirat is like the size of the (Mount) Uhud. He who 
     offers the funeral prayer only and returns before the burial, will 
     return with the reward of one Qirat only.""
<p>


",2.0,,,,40,100470,2012-04-26 07:00:00
470,bukhari,1,2,Belief,,,48,"
<p>

     Narrated Abu Huraira:
<p>

     One day while the Prophet was sitting in the company of some people, 
     (The angel) Gabriel came and asked, ""What is faith?"" Allah's Apostle 
     replied, 'Faith is to believe in Allah, His angels, (the) meeting with
     Him, His Apostles, and to believe in Resurrection."" Then he further 
     asked, ""What is Islam?"" Allah's Apostle replied, ""To worship Allah 
     Alone and none else, to offer prayers perfectly to pay the compulsory 
     charity (Zakat) and to observe fasts during the month of Ramadan.""  
     Then he further asked, ""What is Ihsan (perfection)?"" Allah's Apostle 
     replied, ""To worship Allah as if you see Him, and if you cannot 
     achieve this state of devotion then you must consider that He is 
     looking at you."" Then he further asked, ""When will the Hour be 
     established?"" Allah's Apostle replied, ""The answerer has no better 
     knowledge than the questioner. But I will inform you about its 
     portents.
<p>

     1. When a slave (lady) gives birth to her master.
<p>

     2. When the shepherds of black camels start boasting and competing 
     with others in the construction of higher buildings. And the Hour is 
     one of five things which nobody knows except Allah.
<p>

     The Prophet then recited: ""Verily, with Allah (Alone) is the knowledge
     of the Hour--."" (31. 34) Then that man (Gabriel) left and the Prophet 
     asked his companions to call him back, but they could not see him. 
     Then the Prophet said, ""That was Gabriel who came to teach the people 
     their religion."" Abu 'Abdullah said: He (the Prophet) considered all 
     that as a part of faith.
<p>


",2.0,,,,43,100500,2012-04-26 07:00:00
480,bukhari,1,2,Belief,,,49,"
<p>

     Narrated 'Abdullah bin 'Abbas:
<p>

     I was informed by Abu Sufyan that Heraclius said to him, ""I asked you 
     whether they (followers of Muhammad) were increasing or decreasing. 
     You replied that they were increasing. And in fact, this is the way of
     true Faith till it is complete in all respects. I further asked you 
     whether there was anybody, who, after embracing his (the Prophets) 
     religion (Islam) became displeased and discarded it. You replied in 
     the negative, and in fact, this is (a sign of) true faith. When its 
     delight enters the heart and mixes with them completely, nobody can be
     displeased with it.""
<p>


",2.0,,,,44,100510,2012-04-26 07:00:00
490,bukhari,1,2,Belief,,,50,"
<p>

     Narrated An-Nu'man bin Bashir:
<p>

     I heard Allah's Apostle saying, 'Both legal and illegal things are 
     evident but in between them there are doubtful (suspicious) things and
     most of the people have no knowledge about them. So whoever saves 
     himself from these suspicious things saves his religion and his honor.
     And whoever indulges in these suspicious things is like a shepherd who
     grazes (his animals) near the Hima (private pasture) of someone else 
     and at any moment he is liable to get in it. (O people!) Beware! Every
     king has a Hima and the Hima of Allah on the earth is His illegal 
     (forbidden) things. Beware! There is a piece of flesh in the body if 
     it becomes good (reformed) the whole body becomes good but if it gets 
     spoilt the whole body gets spoilt and that is the heart.
<p>


",2.0,,,,45,100520,2012-04-26 07:00:00
500,bukhari,1,2,Belief,,,51,"
<p>

     Narrated Abu Jamra:
<p>

     I used to sit with Ibn 'Abbas and he made me sit on his sitting place.
     He requested me to stay with him in order that he might give me a 
     share from his property. So I stayed with him for two months. Once he 
     told (me) that when the delegation of the tribe of 'Abdul Qais came to
     the Prophet, the Prophet asked them, ""Who are the people (i.e. you)? 
     (Or) who are the delegate?"" They replied, ""We are from the tribe of 
     Rabi'a."" Then the Prophet said to them, ""Welcome! O people (or O 
     delegation of 'Abdul Qais)! Neither will you have disgrace nor will 
     you regret."" They said, ""O Allah's Apostle! We cannot come to you 
     except in the sacred month and there is the infidel tribe of Mudar 
     intervening between you and us. So please order us to do something 
     good (religious deeds) so that we may inform our people whom we have 
     left behind (at home), and that we may enter Paradise (by acting on 
     them)."" Then they asked about drinks (what is legal and what is 
     illegal). The Prophet ordered them to do four things and forbade them 
     from four things. He ordered them to believe in Allah Alone and asked 
     them, ""Do you know what is meant by believing in Allah Alone?"" They 
     replied, ""Allah and His Apostle know better."" Thereupon the Prophet 
     said, ""It means:
<p>

     1. To testify that none has the right to be worshipped but Allah and 
     Muhammad is Allah's Apostle. 
<p>

     2. To offer prayers perfectly
<p>

     3. To pay the Zakat (obligatory charity) 
<p>

     4. To observe fast during the month of Ramadan.
<p>

     5. And to pay Al-Khumus (one fifth of the booty to be given in Allah's
     Cause).
<p>

     Then he forbade them four things, namely, Hantam, Dubba,' Naqir Ann 
     Muzaffat or Muqaiyar; (These were the names of pots in which Alcoholic
     drinks were prepared) (The Prophet mentioned the container of wine and
     he meant the wine itself). The Prophet further said (to them): 
     ""Memorize them (these instructions) and convey them to the people whom
     you have left behind.""
<p>


",2.0,,,,46,100530,2012-04-26 07:00:00
510,bukhari,1,2,Belief,,,52,"
<p>

     Narrated 'Umar bin Al-Khattab:
<p>

     Allah's Apostle said, ""The reward of deeds depends upon the intention 
     and every person will get the reward according to what he has 
     intended. So whoever emigrated for Allah and His Apostle, then his 
     emigration was for Allah and His Apostle. And whoever emigrated for 
     worldly benefits or for a woman to marry, his emigration was for what 
     he emigrated for.""
<p>


",2.0,,,,47,100540,2012-04-26 07:00:00
520,bukhari,1,2,Belief,,,53,"
<p>

     Narrated Abu Mas'ud:
<p>

     The Prophet said, ""If a man spends on his family (with the intention 
     of having a reward from Allah) sincerely for Allah's sake then it is a
     (kind of) alms-giving in reward for him.
<p>


",2.0,,,,48,100550,2012-04-26 07:00:00
530,bukhari,1,2,Belief,,,54,"
<p>

     Narrated Sa'd bin Abi Waqqas:
<p>

     Allah's Apostle said, ""You will be rewarded for whatever you spend for
     Allah's sake even if it were a morsel which you put in your wife's 
     mouth.""
<p>


",2.0,,,,49,100560,2012-04-26 07:00:00
540,bukhari,1,2,Belief,,,55,"
<p>

     Narrated Jarir bin Abdullah:
<p>

     I gave the pledge of allegiance to Allah's Apostle for the following:
<p>

     1. offer prayers perfectly 
<p>

     2. pay the Zakat (obligatory charity)
<p>

     3. and be sincere and true to every Muslim.
<p>


",2.0,,,,50,100570,2012-04-26 07:00:00
550,bukhari,1,2,Belief,,,56,"
<p>

     Narrated Ziyad bin'Ilaqa:
<p>

     I heard Jarir bin 'Abdullah (Praising Allah). On the day when 
     Al-Mughira bin Shu'ba died, he (Jarir) got up (on the pulpit) and 
     thanked and praised Allah and said, ""Be afraid of Allah alone Who has 
     none along with Him to be worshipped.(You should) be calm and quiet 
     till the (new) chief comes to you and he will come to you soon. Ask 
     Allah's forgiveness for your (late) chief because he himself loved to 
     forgive others."" Jarir added, ""Amma badu (now then), I went to the 
     Prophet and said, 'I give my pledge of allegiance to you for Islam."" 
     The Prophet conditioned (my pledge) for me to be sincere and true to 
     every Muslim so I gave my pledge to him for this. By the Lord of this 
     mosque! I am sincere and true to you (Muslims). Then Jarir asked for 
     Allah's forgiveness and came down (from the pulpit).
<p>

",2.0,,,,51,100580,2012-04-26 07:00:00
560,bukhari,1,3,Knowledge,,,56,"<p>
Narrated Abu Huraira:

<p>While the Prophet was saying something in a gathering, a Bedouin came and asked him, ""When 
would the Hour (Doomsday) take place?"" Allah's Apostle continued his talk, so some people said that 
Allah's Apostle had heard the question, but did not like what that Bedouin had asked. Some of them 
said that Allah's Apostle had not heard it. When the Prophet finished his speech, he said, ""Where is 
the questioner, who inquired about the Hour (Doomsday)?"" The Bedouin said, ""I am here, O Allah's 
Apostle ."" Then the Prophet said, ""When honesty is lost, then wait for the Hour (Doomsday)."" The 
Bedouin said, ""How will that be lost?"" The Prophet said, ""When the power or authority comes in the 
hands of unfit persons, then wait for the Hour (Doomsday.)""",3.0,,,,1,100590,2012-04-26 07:00:00
570,bukhari,1,3,Knowledge,,,57,"<p>
Narrated `Abdullah bin `Amr:

<p>Once the Prophet remained behind us in a journey. He joined us while we were performing ablution 
for the prayer which was over-due. We were just passing wet hands over our feet (and not washing 
them properly) so the Prophet addressed us in a loud voice and said twice or thrice: ""Save your heels 
from the fire.""",3.0,,,,2,100600,2012-04-26 07:00:00
580,bukhari,1,3,Knowledge,,,58,"<p>
Narrated Ibn `Umar:

<p>Allah's Apostle said, ""Amongst the trees, there is a tree, the leaves of which do not fall and is like a 
Muslim. Tell me the name of that tree."" Everybody started thinking about the trees of the desert areas. 
And I thought of the date-palm tree but felt shy to answer the others then asked, ""What is that tree, O 
Allah's Apostle ?"" He replied, ""It is the date-palm tree.""",3.0,,,,3,100610,2012-04-26 07:00:00
